month_period,id,masterId,propertyId,roomId,numChild,price,commission,range_booking_arrival,num_of_nights,price_per_day,status_confirmed,status_new,subStatus_noShow,subStatus_nonPayment,subStatus_none,subStatus_walkin,title_Honeymoon_decor,title_RO,title_Teman_kim_kasih_breakfast,title_Twin_bed,arrivalTime_16_30,arrivalTime__,groupNote_Room_Only_,custom1_Paid_OTA,custom1_Paid_by_OTA_Auto_Adjusted,referer_Booking_com,refererEditable_Booking_com,channel_booking,apiSource_Booking_com,allowChannelUpdate_all,allowAutoAction_disable,allowAutoAction_enable,allowReview_default,allowCancellation__type_propertyDefault_,cancelTime_2024_08_05T03_15_10Z,year,month,year_month,total_capacity_nights,used_room_nights,leftover_rooms,cal_days_covered,cal_numAvail_mean,cal_numAvail_min,cal_numAvail_max,cal_numAvail_std,cal_numAvail_zero_days,cal_numAvail_low_days,cal_minStay_mean,cal_minStay_max,cal_minStay_restrict_days,cal_maxStay_mean,cal_multiplier_mean,cal_multiplier_max,cal_override_days,cal_soldout_rate,cal_low_avail_rate,cal_restrict_rate,cal_override_rate,prop_latitude,prop_longitude,prop_checkin_start_min,prop_checkin_end_min,prop_checkout_end_min,prop_booking_cutoff_hour,prop_vat_rate,prop_feature_codes_count,prop_group_keywords_count,prop_type_bedAndBreakfast,prop_type_bungalow,prop_type_guesthouse,prop_type_hotel,prop_type_resort,prop_type_villa,prop_country_ID,ch_channel_count,ch_enabled_ratio,ch_publish_ratio,ch_connect_inventory_ratio,ch_connect_limited_ratio,ch_price_per_day_ratio,review_count,avg_review_score,avg_facilities_score,avg_comfort_score,avg_staff_score,avg_value_score,avg_clean_score,avg_location_score,tfidf_beach,tfidf_clean,tfidf_da,tfidf_de,tfidf_der,tfidf_die,tfidf_el,tfidf_en,tfidf_est,tfidf_et,tfidf_friendly,tfidf_good,tfidf_great,tfidf_hotel,tfidf_la,tfidf_le,tfidf_location,tfidf_muy,tfidf_nice,tfidf_place,tfidf_pool,tfidf_que,tfidf_room,tfidf_sehr,tfidf_staff,tfidf_stay,tfidf_super,tfidf_trs,tfidf_un,tfidf_und,qty,room_cfg_qty_raw,room_cfg_min_price,room_cfg_min_stay,room_cfg_max_stay,room_cfg_max_people,room_cfg_max_adult,room_cfg_max_children,room_cfg_tax_percentage,room_cfg_tax_person,room_cfg_rack_rate,room_cfg_cleaning_fee,room_cfg_security_deposit,room_cfg_sell_priority,room_cfg_room_size,room_cfg_block_after_checkout_days,room_cfg_control_priority,room_cfg_include_in_reports,room_cfg_units_count,room_cfg_has_unallocated_unit,room_cfg_feature_count,room_cfg_roomType_bungalow,room_cfg_roomType_double,room_cfg_roomType_family,room_cfg_roomType_quadruple,room_cfg_roomType_single,room_cfg_roomType_triple,room_cfg_roomType_twin,room_cfg_roomType_twindouble,room_cfg_roomType_villa,room_cfg_restrictionStrategy_staythrough,room_cfg_overbookingProtection_property,room_cfg_overbookingProtection_room,room_cfg_unitAllocation_perbooking,room_fc_airport_shuttle,room_fc_air_conditioning,room_fc_baggage_storage,room_fc_balcony,room_fc_bar,room_fc_bathrobe,room_fc_bathroom,room_fc_bath_or_shower,room_fc_bath_shower,room_fc_bath_toilet,room_fc_beach,room_fc_beach_front,room_fc_beach_view,room_fc_bedroom,room_fc_bed_double,room_fc_bed_single,room_fc_bicycle,room_fc_breakfast_included,room_fc_breakfast_in_room,room_fc_breakfast_possible,room_fc_cable,room_fc_car_available,room_fc_cleaning_included,room_fc_cleaning_possible,room_fc_closets_in_room,room_fc_coffee_maker,room_fc_cycling,room_fc_deck_patio_uncovered,room_fc_desk,room_fc_dining_area,room_fc_dining_room_seats,room_fc_garden,room_fc_hair_dryer,room_fc_hangers,room_fc_iron,room_fc_kettle,room_fc_laptop_friendly,room_fc_linens,room_fc_luxory_linen,room_fc_minibar,room_fc_mountain_biking,room_fc_private_bathroom,room_fc_reception_24_hour,room_fc_refrigerator,room_fc_restaurant,room_fc_room_soundproofed,room_fc_safe,room_fc_satellite,room_fc_scuba_or_snorkeling,room_fc_separate_toilet_area,room_fc_shampoo,room_fc_sitting_area,room_fc_tables_and_chairs,room_fc_toiletries,room_fc_towels,room_fc_tv,room_fc_tv_hd_32_plus,room_fc_wakeupcall,room_fc_wifi
2023-03,38854055.0952381,59199319.52024841,161014,354683,0.0,1885000.0,339300.0,24.857142857142858,2.761904761904762,698571.4285714285,21.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,21.0,21.0,0.0,21.0,21.0,21.0,21.0,21.0,0.0,21.0,21.0,21.0,21.0,2023,3,2023_03,124,80.0,44.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5956549846494816,0.0,0.0,0.0,0.0,0.5326064295671659,0.0,0.0,0.0,0.4448476981065929,0.0,0.4045195371489578,0.0,0.0,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-04,40429765.90909091,57794056.3330777,161014,354683,0.0,1687409.0909090908,303733.63636363635,11.333333333333334,2.484848484848485,692363.6363636364,33.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,33.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,0.0,33.0,33.0,33.0,33.0,2023,4,2023_04,120,92.0,28.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,10.0,9.5,9.722222222222221,9.722222222222221,10.0,9.166666666666666,9.722222222222221,9.444444444444445,0.0,0.12206179892217595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045512247454404894,0.0,0.0,0.0,0.0,0.0,0.03897225624055853,0.0,0.04464485768781906,0.0,0.0,0.0,0.03728862640817636,0.0,0.09554727000523297,0.0,0.0,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-05,40189070.06666667,57053552.843426056,161014,354683,0.0,1879000.0,344340.0,50.56666666666667,2.6666666666666665,713000.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,2023,5,2023_05,124,111.0,13.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,17.0,9.529411764705882,9.411764705882353,9.558823529411764,9.558823529411764,9.558823529411764,9.852941176470589,9.852941176470589,0.0,0.035133615413135366,0.08061608773761378,0.02319813492496472,0.03563290440862581,0.0613616098689269,0.020943323896173833,0.06786688741925044,0.01329294417406812,0.0,0.033243262962344235,0.0,0.08443376280033588,0.07084377852089772,0.0735229097969309,0.0,0.0,0.028227681749573783,0.03620997816018317,0.0,0.010034701863853062,0.006805410120620635,0.030243580510543107,0.0183903065009523,0.0,0.08551818364102462,0.02851018755916666,0.0,0.00584385706878118,0.06503512707441042,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-06,41147992.88888889,60200249.89626083,161014,354683,0.0,1710507.25,304548.9166666667,53.166666666666664,2.388888888888889,722336.9583333334,36.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,2023,6,2023_06,120,110.0,10.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,16.0,8.9375,8.59375,9.53125,9.84375,8.75,9.21875,9.21875,0.0,0.1633912507493333,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.02563971907639842,0.03350559161219822,0.016828685441230645,0.04195083060728569,0.0928016925888312,0.0,0.05025241663093379,0.05725133973959576,0.0,0.10411261493471252,0.0,0.07248818631859338,0.0,0.15401509417186596,0.0,0.1712387439886573,0.07388800241710386,0.05016069483728833,0.026898874110906933,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-07,41589585.074074075,59428452.78899191,161014,354683,0.0,2166833.3333333335,390030.0,72.07407407407408,2.4814814814814814,925750.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,27.0,27.0,0.0,27.0,27.0,27.0,27.0,27.0,0.0,27.0,27.0,27.0,27.0,2023,7,2023_07,124,103.0,21.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,14.0,9.071428571428571,9.642857142857142,10.0,9.642857142857142,9.285714285714286,9.821428571428571,9.285714285714286,0.0,0.1468182995326953,0.0,0.08339806837192729,0.0,0.0,0.0,0.04991384198748293,0.03566199690526865,0.03230941713516454,0.02834648623021967,0.08159510776083187,0.021817909736462783,0.08368651988616628,0.09640130782575007,0.01583116303011176,0.10912419856622275,0.0,0.07568998353969504,0.061727741138057644,0.0,0.0,0.1084165270325235,0.0,0.08665420776039945,0.1091513272353442,0.08382851867365208,0.03389611803179123,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-08,41730244.29032258,57493248.32900137,161014,354683,0.0,2843709.6774193547,509690.32258064515,100.90322580645162,2.6451612903225805,1090000.0,31.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,31.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,0.0,31.0,31.0,31.0,31.0,2023,8,2023_08,124,121.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,15.0,9.133333333333333,9.333333333333334,9.166666666666666,9.333333333333334,9.333333333333334,9.666666666666666,8.166666666666666,0.0,0.19448228654144592,0.0,0.021955455291426316,0.0,0.0,0.047954398321508954,0.0,0.015218576166539214,0.0,0.0,0.09743742690971549,0.03152064700021111,0.04691879318004611,0.03447257950433013,0.0,0.12113092510286508,0.0,0.016893187461341313,0.03564596656122348,0.035393140215602144,0.015582500145790684,0.15974699083670565,0.0,0.12340530211667197,0.04780777096561648,0.04780777096561648,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-09,43941629.777777776,57179433.52178016,161014,354683,0.0,1992103.1666666667,363303.5833333333,73.30555555555556,2.4722222222222223,819033.7222222222,36.0,0.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,0.0,36.0,0.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,2023,9,2023_09,120,109.0,11.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,7.0,8.857142857142858,8.928571428571429,9.285714285714286,9.285714285714286,9.285714285714286,8.928571428571429,9.642857142857142,0.0,0.2005717232620296,0.0,0.0,0.0,0.06656265752123522,0.0,0.11049022526583192,0.0,0.0,0.043729366581969194,0.20053264039968507,0.0,0.061396140022989924,0.0,0.0,0.15090504383216782,0.0,0.07674244040997093,0.0,0.0,0.0,0.07219291805732184,0.0,0.15700309816137173,0.04289595563889327,0.0,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-10,46118053.03333333,55717651.99404924,161014,354683,0.0,1790833.3333333333,322350.0,39.43333333333333,2.2,833000.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,2023,10,2023_10,124,93.0,31.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,20.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-11,48251978.8125,58757264.78422822,161014,354683,0.0,2241818.75,403527.375,11.125,3.5,650922.6461038961,16.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,16.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,16.0,2023,11,2023_11,120,67.0,53.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2023-12,48945613.07692308,59394344.75039461,161014,354683,0.0,1999523.076923077,395914.1538461539,15.0,2.5384615384615383,644376.9230769231,13.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,0.0,13.0,13.0,13.0,13.0,2023,12,2023_12,124,67.0,57.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2024-01,49981506.36363637,59260244.36023712,161014,354683,0.0,1110000.0,199800.0,12.181818181818182,1.5454545454545454,708863.6363636364,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,2024,1,2024_01,124,45.0,79.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2024-02,51150627.5,58745821.9135507,161014,354683,0.0,1248416.6666666667,217215.0,9.166666666666666,2.0,613166.6666666666,12.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,2024,2,2024_02,116,38.0,78.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2024-03,52690177.54545455,59458383.814782575,161014,354683,0.0,1555000.0,279900.0,4.090909090909091,2.272727272727273,706590.9090909091,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,11.0,11.0,11.0,11.0,2024,3,2024_03,124,41.0,83.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,365.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.3526486,116.0406979,840,1440,720,24,0,10,0,0,0,0,1,0,0,1,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,8.7,8.5,8.875,9.25,8.875,9.0,8.0,0.0,0.10422400572156058,0.025420973558036027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02027222407713001,0.07741702971555159,0.03269321955156198,0.07839857133870808,0.0,0.0,0.0,0.0,0.08325761982047952,0.0451358157089921,0.07577573360174195,0.0388643809442143,0.2003615974831474,0.05,0.11223642626383801,0.01988586830052167,0.01101914003086307,0.0,0.0,0.0,4,4,0,1.0,365,2,4.0,1.0,0,0,480000,0,0,5.0,56.0,0,3,1,4,0,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
